date,New Single-Family Homes Sold (SAAR) YoY %,Median Sales Price - New Homes YoY %,Average Sales Price - New Homes YoY %,Months Supply of New Houses YoY %
2007-07-01,-19.3782,3.4019,-1.3492,13.6986
2007-08-01,-32.4638,-3.034,-5.0425,37.3134
2007-09-01,-32.4803,5.9991,-1.3504,37.3134
2007-10-01,-22.7418,-6.4297,1.0756,16.4384
2007-11-01,-36.0917,3.7484,8.5675,42.4242
2007-12-01,-37.976,-6.9473,-5.7966,47.6923
2008-01-01,-29.6296,-8.6478,-9.5359,29.1667
2008-02-01,-28.3816,-2.193,-6.3142,22.7848
2008-03-01,-35.7743,-12.6809,-12.6897,32.9114
2008-04-01,-39.5716,1.6082,0.8341,39.1892
2008-05-01,-40.1425,-6.4082,-3.7133,37.1795
2008-06-01,-38.5876,-0.5096,-2.3165,30.4878
2008-07-01,-38.6889,-3.6149,-1.6933,26.506
2008-08-01,-37.7682,-6.5539,-11.8818,22.8261
2008-09-01,-36.8805,-6.2838,-1.7454,18.4783
2008-10-01,-45.9422,-9.0055,-11.6414,36.4706
2008-11-01,-39.3136,-11.0397,-8.428,21.2766
2008-12-01,-39.0953,0.8344,-7.4895,16.6667
2009-01-01,-46.4115,-10.241,-13.844,31.1828
2009-02-01,-37.2681,-14.5128,-14.1434,8.2474
2009-03-01,-36.6355,-10.5539,-9.6662,4.7619
2009-04-01,-37.1269,-11.039,-14.1584,3.8835
2009-05-01,-25.3968,-3.0528,-7.9142,-13.0841
2009-06-01,-19.3018,-8.3653,-8.2164,-20.5607
2009-07-01,-13.8365,-9.7345,-10.2021,-24.7619
2009-08-01,-3.908,-6.2896,-2.9002,-33.6283
2009-09-01,-10.8545,-3.8188,1.1146,-28.4404
2009-10-01,0.7634,0.8912,-3.7226,-36.2069
2009-11-01,-3.599,-1.2635,-5.3085,-33.3333
2009-12-01,-6.6313,-3.0488,5.7773,-28.5714
2010-01-01,2.6786,4.6021,15.5791,-33.6066
2010-02-01,-9.6774,5.8178,9.8608,-20.9524
2010-03-01,12.3894,9.6051,1.1932,-35.4545
2010-04-01,25.2226,-4.9726,0.2595,-42.0561
2010-05-01,-25.5319,3.6887,2.3671,0.0
2010-06-01,-22.3919,2.2357,-6.5866,-2.3529
2010-07-01,-31.1436,-0.9804,-7.0085,12.6582
2010-08-01,-32.5359,9.4157,4.2669,17.3333
2010-09-01,-17.8756,5.2632,-6.7172,-2.5641
2010-10-01,-26.5152,-5.0674,-3.5633,10.8108
2010-11-01,-23.4667,0.3656,2.5482,7.8947
2010-12-01,-7.3864,8.3558,4.8149,-12.5
2011-01-01,-11.0145,10.0367,-2.717,-9.8765
2011-02-01,-19.6429,-0.8112,-7.4974,-2.4096
2011-03-01,-21.2598,-1.9128,-0.7988,1.4085
2011-04-01,-26.5403,7.8733,-0.5915,8.0645
2011-05-01,8.9286,-3.6876,-6.5457,-29.0323
2011-06-01,-1.3115,9.4305,6.3888,-20.4819
2011-07-01,4.5936,8.3923,7.2194,-24.7191
2011-08-01,6.0284,-3.0891,-3.5342,-26.1364
2011-09-01,-4.1009,-4.8246,-5.6869,-17.1053
2011-10-01,8.5911,10.0881,1.533,-26.8293
2011-11-01,14.2857,-2.4135,-11.2531,-30.4878
2011-12-01,4.6012,-9.3698,-9.8732,-24.2857
2012-01-01,9.1205,-7.6635,-3.6271,-27.3973
2012-02-01,35.5556,8.9959,4.2618,-40.7407
2012-03-01,18.0,8.7528,8.7423,-31.9444
2012-04-01,14.1935,5.2069,7.0658,-26.8657
2012-05-01,21.3115,7.7477,6.9281,-28.7879
2012-06-01,19.6013,-3.164,-0.476,-27.2727
2012-07-01,24.6622,3.2623,4.4395,-31.3433
2012-08-01,25.4181,15.3005,17.8172,-29.2308
2012-09-01,26.6447,17.3272,16.5623,-28.5714
2012-10-01,13.2911,9.9644,10.4917,-18.3333
2012-11-01,19.5122,14.3257,16.28,-19.2982
2012-12-01,17.0088,18.161,13.8075,-15.0943
2013-01-01,33.1343,13.4416,15.5062,-24.5283
2013-02-01,22.1311,10.5044,14.0511,-14.5833
2013-03-01,25.4237,7.3812,5.8533,-14.2857
2013-04-01,24.5763,18.1472,17.0545,-10.2041
2013-05-01,15.6757,10.2425,11.7836,-2.1277
2013-06-01,30.5556,11.6939,12.6196,-14.5833
2013-07-01,1.626,10.4465,16.8615,19.5652
2013-08-01,1.6,0.8294,1.7349,19.5652
2013-09-01,4.6753,5.9701,7.961,20.0
2013-10-01,24.0223,6.9175,17.6244,0.0
2013-11-01,13.7755,13.102,15.4455,8.6957
2013-12-01,8.5213,6.6589,7.3529,15.5556
2014-01-01,-0.6726,7.2763,9.9055,27.5
2014-02-01,-6.0403,1.2448,4.288,29.2683
2014-03-01,-8.7838,9.6311,10.4264,33.3333
2014-04-01,-8.6168,-1.7186,-3.5312,29.5455
2014-05-01,5.3738,8.3049,3.0255,13.0435
2014-06-01,-11.0638,10.4696,10.4541,39.0244
2014-07-01,7.2,6.9413,4.6378,12.7273
2014-08-01,19.685,14.2577,14.6075,-1.8182
2014-09-01,16.6253,-3.0764,-0.7156,0.0
2014-10-01,7.2072,12.3723,12.4516,8.1633
2014-11-01,-0.8969,7.6507,3.9631,14.0
2014-12-01,14.7806,9.4374,16.1893,-1.9231
2015-01-01,16.2528,8.2283,3.2612,-5.8824
2015-02-01,28.5714,6.7809,6.2596,-15.0943
2015-03-01,18.5185,1.5232,5.3695,-8.9286
2015-04-01,24.5658,7.286,4.7062,-14.0351
2015-05-01,11.3082,0.6653,3.9258,-3.8462
2015-06-01,14.8325,-0.662,-3.3126,-5.2632
2015-07-01,25.8706,4.2439,-1.1587,-16.129
2015-08-01,13.5965,0.4457,-3.6216,-7.4074
2015-09-01,-2.9787,14.5315,11.9398,9.2593
2015-10-01,1.2605,0.3367,-2.2781,5.6604
2015-11-01,14.0271,4.7938,6.9647,-3.5088
2015-12-01,9.8592,-1.4594,-5.5466,0.0
2016-01-01,-1.9417,-1.2329,3.7037,16.6667
2016-02-01,-4.2593,6.6992,-1.3283,22.2222
2016-03-01,10.8333,5.792,2.777,7.8431
2016-04-01,14.741,8.0815,8.49,2.0408
2016-05-01,13.745,2.6783,4.0155,2.0
2016-06-01,16.0417,9.1547,9.4524,-1.8519
2016-07-01,24.1107,1.7448,3.4584,-13.4615
2016-08-01,11.0039,2.0137,3.4372,0.0
2016-09-01,22.3684,5.1085,2.4916,-11.8644
2016-10-01,19.2946,1.6107,-4.527,-7.1429
2016-11-01,13.2937,0.7678,-2.6259,-5.4545
2016-12-01,2.7473,10.064,8.5106,5.8824
2017-01-01,13.4653,9.2926,-0.969,-3.5714
2017-02-01,13.5397,-2.5507,8.4284,-3.6364
2017-03-01,18.797,6.1016,7.0752,-9.0909
2017-04-01,3.8194,-2.262,-0.9477,8.0
2017-05-01,11.2084,9.6206,8.207,0.0
2017-06-01,11.1311,1.2853,3.5774,0.0
2017-07-01,-8.9172,8.5743,5.4958,28.8889
2017-08-01,-3.3043,5.1188,3.9707,22.0
2017-09-01,14.1577,5.305,3.6056,1.9231
2017-10-01,8.8696,5.5152,11.8683,5.7692
2017-11-01,24.5184,9.0159,6.907,-7.6923
2017-12-01,12.2995,4.9847,5.3333,3.7037
2018-01-01,2.9668,4.5685,5.6192,11.1111
2018-02-01,5.2811,9.7987,0.8367,7.5472
2018-03-01,7.4367,4.2586,-3.9542,4.0
2018-04-01,7.3579,1.0608,5.2761,3.7037
2018-05-01,4.252,-2.1323,-1.5328,7.8431
2018-06-01,2.7464,-1.4911,-0.1349,9.434
2018-07-01,9.7902,1.4246,5.3437,3.4483
2018-08-01,6.6547,2.2915,3.169,6.5574
2018-09-01,-6.5934,-0.9653,1.8719,24.5283
2018-10-01,-11.5016,2.7543,0.2284,30.9091
2018-11-01,-12.0956,-10.1631,-5.5084,33.3333
2018-12-01,-13.3333,-3.9615,-5.237,35.7143
2019-01-01,0.8475,-7.3422,-4.4203,16.6667
2019-02-01,4.8544,-1.956,2.6767,10.5263
2019-03-01,5.7437,-7.3942,0.948,7.6923
2019-04-01,9.3458,7.8244,0.0779,1.7857
2019-05-01,-6.6465,-1.263,1.7445,18.1818
2019-06-01,14.6226,0.4187,-2.2156,-6.8966
2019-07-01,3.1847,-5.8626,-4.7923,1.6667
2019-08-01,20.0675,1.7424,3.0979,-15.3846
2019-09-01,19.6639,-3.838,-3.7008,-18.1818
2019-10-01,30.3249,-1.7971,-3.6971,-26.3889
2019-11-01,14.08,6.3209,4.7126,-15.625
2019-12-01,28.2051,-0.0607,-1.0739,-27.6316
2020-01-01,15.7983,7.6948,6.3417,-18.5714
2020-02-01,9.1049,3.4289,0.6778,-11.1111
2020-03-01,-12.8134,5.6665,0.7244,14.2857
2020-04-01,-17.9487,-8.7021,-6.876,19.2982
2020-05-01,14.4013,1.0233,-3.2181,-18.4615
2020-06-01,23.594,4.3938,4.4211,-25.9259
2020-07-01,51.3889,3.9247,2.9451,-42.623
2020-08-01,42.6966,-1.7125,-0.5348,-38.1818
2020-09-01,37.5,5.2265,10.5348,-35.1852
2020-10-01,42.7978,3.9082,3.7076,-37.7358
2020-11-01,23.0014,1.7073,3.4079,-27.7778
2020-12-01,24.8571,2.9742,2.4093,-25.4545
2021-01-01,30.3338,7.8747,7.2656,-28.0702
2021-02-01,10.0424,5.9072,9.71,-14.2857
2021-03-01,39.1374,4.418,8.7107,-32.8125
2021-04-01,43.75,17.7383,19.0025,-32.3529
2021-05-01,2.546,17.9804,17.0074,3.7736
2021-06-01,-22.8635,10.937,11.7227,50.0
2021-07-01,-25.9939,20.1623,13.6541,71.4286
2021-08-01,-32.4803,25.2956,26.2417,94.1176
2021-09-01,-25.6384,19.9579,12.5456,77.1429
2021-10-01,-33.6566,24.4179,21.5771,106.0606
2021-11-01,-10.0342,25.7794,24.2013,51.2821
2021-12-01,-5.6064,21.0139,29.757,36.5854
2022-01-01,-10.1336,16.5727,18.4268,41.4634
2022-02-01,1.2853,14.4849,16.9932,25.0
2022-03-01,-17.3364,22.5854,20.8527,58.1395
2022-04-01,-24.6377,20.6092,25.9658,80.4348
2022-05-01,-11.1724,15.2133,18.5418,49.0909
2022-06-01,-21.0072,19.5514,18.8773,61.6667
2022-07-01,-28.5124,15.039,23.8444,76.6667
2022-08-01,-6.9971,7.2511,4.563,31.8182
2022-09-01,-24.1758,8.9586,7.237,62.9032
2022-10-01,-15.3509,10.4367,9.6976,42.6471
2022-11-01,-24.3346,1.9304,2.5116,55.9322
2022-12-01,-24.7273,4.2133,2.8292,55.3571
2023-01-01,-19.4548,-1.3056,-0.1845,39.6552
2023-02-01,-19.2893,7.7057,0.6859,36.6667
2023-03-01,-9.5833,4.4751,5.3528,16.1765
2023-04-01,6.5705,-5.0739,-6.8959,-7.2289
2023-05-01,14.7516,-1.9096,-2.5742,-15.8537
2023-06-01,22.7687,-3.2662,1.1755,-20.6186
2023-07-01,35.2601,-1.6031,-6.2084,-31.1321
2023-08-01,1.0972,2.0838,2.8704,-8.046
2023-09-01,23.3696,-1.8655,3.747,-23.7624
2023-10-01,17.6166,-9.2983,-5.1711,-19.5876
2023-11-01,2.1776,0.4442,-3.3788,-4.3478
2023-12-01,3.5427,-2.2435,-4.4759,-3.4483
2024-01-01,4.7692,5.4385,8.4001,0.0
2024-02-01,3.4591,-2.8618,2.1238,2.439
2024-03-01,6.298,-0.5696,0.5581,2.5316
2024-04-01,8.1203,-0.4554,-0.0599,0.0
2024-05-01,-10.0135,-1.6382,0.7059,23.1884
2024-06-01,-0.4451,-0.8621,-2.4222,9.0909
2024-07-01,1.1396,-1.5603,1.1032,8.2192
2024-08-01,7.4419,-7.961,-10.3318,2.5
2024-09-01,5.2863,-1.1734,-1.7864,2.5974
2024-10-01,-8.8106,2.1078,4.6311,19.2308
2024-11-01,10.6557,-7.4488,-1.227,-1.1364
2024-12-01,11.6641,1.1236,3.2252,-2.381
2025-01-01,-2.79,-0.1859,-1.8189,11.1111
2025-02-01,-2.4316,-1.378,-2.0797,10.7143
2025-03-01,-4.6243,-5.385,-2.5455,13.5802
2025-04-01,-1.8081,-0.4093,2.7367,10.3896
2025-05-01,-5.7143,2.5344,3.1043,12.9412
2025-06-01,-1.3413,-1.1594,2.664,8.3333
2025-07-01,-10.0,-7.3893,-5.9236,17.7215
2025-08-01,1.8759,2.9818,10.4079,2.439
2025-09-01,0.2789,-1.0211,0.1977,2.5316
2025-10-01,5.6361,-5.4187,-0.1341,-3.2258
2025-11-01,12.2963,0.0,9.7723,-11.4943
2025-12-01,3.7604,-2.0331,4.6571,-7.3171
2026-01-01,-11.3293,-6.7737,-3.6086,7.7778
